INFO 2026-06-11 14:48:57,051 autoreload 10488 11888 Watching for file changes with StatReloader
INFO 2026-06-11 15:04:58,374 basehttp 10488 6448 "GET /api/patients/?limit=5 HTTP/1.1" 200 1545
INFO 2026-06-11 15:04:58,384 basehttp 10488 18496 "GET /api/users/?limit=5 HTTP/1.1" 200 1199
INFO 2026-06-11 15:04:58,389 basehttp 10488 20060 "GET /api/dashboard/ HTTP/1.1" 200 336
INFO 2026-06-11 15:04:58,510 basehttp 10488 6448 "GET /api/dashboard/ HTTP/1.1" 200 336
INFO 2026-06-11 15:05:05,896 basehttp 10488 6448 "GET /api/users/ HTTP/1.1" 200 1199
INFO 2026-06-11 15:05:05,938 basehttp 10488 20060 "GET /api/users/ HTTP/1.1" 200 1199
INFO 2026-06-11 15:05:58,079 basehttp 10488 20060 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:06:57,963 basehttp 10488 20060 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:07:56,280 basehttp 10488 20060 "POST /api/auth/logout/ HTTP/1.1" 200 37
INFO 2026-06-11 15:08:11,200 basehttp 10488 20060 "POST /api/auth/login/ HTTP/1.1" 200 782
INFO 2026-06-11 15:08:11,509 basehttp 10488 20060 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:08:11,536 basehttp 10488 6448 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:08:11,627 basehttp 10488 18496 "OPTIONS /api/appointments/?today=true&my=true HTTP/1.1" 200 0
INFO 2026-06-11 15:08:11,628 basehttp 10488 20060 "OPTIONS /api/queue/?department=CONSULTATION HTTP/1.1" 200 0
INFO 2026-06-11 15:08:11,638 basehttp 10488 18496 "OPTIONS /api/lab-orders/?status=REPORTED HTTP/1.1" 200 0
INFO 2026-06-11 15:08:11,639 basehttp 10488 20060 "OPTIONS /api/queue/?department=CONSULTATION HTTP/1.1" 200 0
INFO 2026-06-11 15:08:11,651 basehttp 10488 18496 "OPTIONS /api/appointments/?today=true&my=true HTTP/1.1" 200 0
INFO 2026-06-11 15:08:11,651 basehttp 10488 20060 "OPTIONS /api/lab-orders/?status=REPORTED HTTP/1.1" 200 0
INFO 2026-06-11 15:08:11,967 basehttp 10488 6448 "GET /api/dashboard/ HTTP/1.1" 200 140
INFO 2026-06-11 15:08:13,031 basehttp 10488 20060 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:08:13,064 basehttp 10488 18496 "GET /api/appointments/?today=true&my=true HTTP/1.1" 200 52
INFO 2026-06-11 15:08:13,092 basehttp 10488 19440 "GET /api/lab-orders/?status=REPORTED HTTP/1.1" 200 52
INFO 2026-06-11 15:08:13,132 basehttp 10488 6448 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:08:13,141 basehttp 10488 20060 "GET /api/appointments/?today=true&my=true HTTP/1.1" 200 52
INFO 2026-06-11 15:08:13,144 basehttp 10488 17560 "GET /api/dashboard/ HTTP/1.1" 200 140
INFO 2026-06-11 15:08:13,163 basehttp 10488 18496 "GET /api/lab-orders/?status=REPORTED HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,088 basehttp 10488 18496 "POST /api/auth/refresh/ HTTP/1.1" 200 269
INFO 2026-06-11 15:12:49,088 basehttp 10488 17560 "POST /api/auth/refresh/ HTTP/1.1" 200 269
INFO 2026-06-11 15:12:49,121 basehttp 10488 17560 "GET /api/auth/me/ HTTP/1.1" 200 235
INFO 2026-06-11 15:12:49,135 basehttp 10488 18496 "GET /api/auth/me/ HTTP/1.1" 200 235
INFO 2026-06-11 15:12:49,422 basehttp 10488 18496 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:12:49,454 basehttp 10488 19440 "GET /api/lab-orders/?status=REPORTED HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,466 basehttp 10488 6448 "GET /api/appointments/?today=true&my=true HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,466 basehttp 10488 20060 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,478 basehttp 10488 17560 "GET /api/dashboard/ HTTP/1.1" 200 140
INFO 2026-06-11 15:12:49,480 basehttp 10488 18496 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:12:49,522 basehttp 10488 19440 "GET /api/lab-orders/?status=REPORTED HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,522 basehttp 10488 6448 "GET /api/appointments/?today=true&my=true HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,527 basehttp 10488 20060 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:12:49,537 basehttp 10488 17560 "GET /api/dashboard/ HTTP/1.1" 200 140
INFO 2026-06-11 15:12:49,731 basehttp 10488 17560 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:13:00,705 basehttp 10488 17560 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:13:00,741 basehttp 10488 20060 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:13:06,753 basehttp 10488 20060 "POST /api/auth/refresh/ HTTP/1.1" 200 269
INFO 2026-06-11 15:13:06,757 basehttp 10488 17560 "POST /api/auth/refresh/ HTTP/1.1" 200 269
INFO 2026-06-11 15:13:06,959 basehttp 10488 17560 "GET /api/auth/me/ HTTP/1.1" 200 235
INFO 2026-06-11 15:13:06,992 basehttp 10488 20060 "GET /api/auth/me/ HTTP/1.1" 200 235
INFO 2026-06-11 15:13:07,179 basehttp 10488 20060 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:13:07,221 basehttp 10488 17560 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:13:07,252 basehttp 10488 20060 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:13:07,475 basehttp 10488 20060 "GET /api/dashboard/ HTTP/1.1" 200 140
INFO 2026-06-11 15:13:07,487 basehttp 10488 17560 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:13:07,515 basehttp 10488 19440 "GET /api/lab-orders/?status=REPORTED HTTP/1.1" 200 52
INFO 2026-06-11 15:13:07,539 basehttp 10488 6448 "GET /api/appointments/?today=true&my=true HTTP/1.1" 200 52
INFO 2026-06-11 15:13:07,578 basehttp 10488 18496 "GET /api/dashboard/ HTTP/1.1" 200 140
INFO 2026-06-11 15:13:07,605 basehttp 10488 20060 "GET /api/queue/?department=CONSULTATION HTTP/1.1" 200 52
INFO 2026-06-11 15:13:07,615 basehttp 10488 17560 "GET /api/lab-orders/?status=REPORTED HTTP/1.1" 200 52
INFO 2026-06-11 15:13:07,629 basehttp 10488 19440 "GET /api/appointments/?today=true&my=true HTTP/1.1" 200 52
INFO 2026-06-11 15:14:07,203 basehttp 10488 19440 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:15:07,210 basehttp 10488 19440 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:16:08,092 basehttp 10488 19440 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
